Invoice_id,Branch,City,Customer_type,Gender,Product_line, Unitprice ,Quantity,Tax _5, Total ,Date,Time,Payment,cogs,gross_margin_percentage, gross_income ,Rating
272-27-9238,C,Naypyitaw,Normal,Female,Food and beverages,41.2,4,8.25,173,2/19/2019,4:23:00 PM,Cash,164.96,4.76,8,7.1
834-25-9262,C,Naypyitaw,Normal,Female,Fashion accessories,81.7,4,16.34,343,1/6/2019,12:12:00 PM,Cash,326.72,4.76,16,9.1
122-61-9553,C,Naypyitaw,Normal,Female,Electronic accessories,51.3,9,23.09,485,3/14/2019,7:33:00 PM,Cash,461.88,4.76,23,5.6
468-88-0009,A,Yangon,Member,Male,Home and lifestyle,65.9,4,13.19,277,3/24/2019,10:29:00 AM,Cash,263.76,4.76,13,6
613-59-9758,C,Naypyitaw,Normal,Female,Sports and travel,14.4,10,7.18,151,1/27/2019,2:28:00 PM,Cash,143.6,4.76,7,5.4
254-31-0042,A,Yangon,Member,Male,Electronic accessories,21.5,9,9.68,203,3/6/2019,12:46:00 PM,Credit card,193.5,4.76,10,7.8
201-86-2184,B,Mandalay,Member,Female,Electronic accessories,26.3,7,9.19,193,2/2/2019,7:40:00 PM,Cash,183.82,4.76,9,9.9
261-12-8671,B,Mandalay,Normal,Female,Fashion accessories,61,2,6.1,128,1/25/2019,7:39:00 PM,Credit card,121.92,4.76,6,4.9
730-70-9830,C,Naypyitaw,Normal,Female,Home and lifestyle,70.1,6,21.03,442,3/14/2019,5:54:00 PM,Ewallet,420.66,4.76,21,5.2
382-25-8917,C,Naypyitaw,Normal,Male,Fashion accessories,42.1,6,12.62,265,1/29/2019,12:25:00 PM,Cash,252.48,4.76,13,8.9
422-29-8786,A,Yangon,Normal,Female,Home and lifestyle,67.1,5,16.77,352,1/3/2019,4:47:00 PM,Credit card,335.45,4.76,17,9.1
667-23-5919,A,Yangon,Member,Female,Fashion accessories,96.7,5,24.18,508,1/14/2019,12:52:00 PM,Ewallet,483.5,4.76,24,7
843-01-4703,B,Mandalay,Member,Female,Home and lifestyle,35.4,9,15.92,334,1/5/2019,7:50:00 PM,Credit card,318.42,4.76,16,9.6
743-88-1662,C,Naypyitaw,Normal,Male,Sports and travel,95.5,7,33.42,702,2/22/2019,6:17:00 PM,Ewallet,668.43,4.76,33,8.7
595-86-2894,C,Naypyitaw,Member,Male,Fashion accessories,97,4,19.4,407,2/6/2019,5:20:00 PM,Ewallet,387.92,4.76,19,9.4
182-69-8360,B,Mandalay,Normal,Female,Electronic accessories,23.7,4,4.73,99,1/30/2019,1:32:00 PM,Credit card,94.6,4.76,5,4
289-15-7034,A,Yangon,Member,Male,Sports and travel,82.3,4,16.47,346,1/11/2019,10:37:00 AM,Credit card,329.32,4.76,16,7.5
462-78-5240,C,Naypyitaw,Normal,Female,Electronic accessories,26.6,2,2.66,56,3/19/2019,2:35:00 PM,Cash,53.22,4.76,3,4.2
868-52-7573,B,Mandalay,Normal,Female,Food and beverages,99.7,5,24.92,523,1/14/2019,12:09:00 PM,Cash,498.45,4.76,25,9.9
153-58-4872,C,Naypyitaw,Member,Female,Food and beverages,74.9,4,14.98,315,3/1/2019,3:32:00 PM,Ewallet,299.56,4.76,15,4.2
662-72-2873,A,Yangon,Normal,Female,Food and beverages,40.9,5,10.24,215,1/6/2019,1:58:00 PM,Ewallet,204.7,4.76,10,9.9
525-88-7307,B,Mandalay,Member,Male,Sports and travel,75.8,1,3.79,80,1/31/2019,1:19:00 PM,Cash,75.82,4.76,4,5.8
689-16-9784,C,Naypyitaw,Normal,Male,Food and beverages,46.8,6,14.03,295,3/11/2019,1:37:00 PM,Cash,280.62,4.76,14,6
725-56-0833,A,Yangon,Normal,Female,Health and beauty,32.3,10,16.16,339,2/20/2019,4:49:00 PM,Credit card,323.2,4.76,16,10
394-41-0748,C,Naypyitaw,Member,Female,Fashion accessories,54.1,9,24.33,511,1/27/2019,2:55:00 PM,Ewallet,486.63,4.76,24,9.5
596-42-3999,B,Mandalay,Normal,Male,Food and beverages,18.2,7,6.38,134,3/10/2019,2:04:00 PM,Credit card,127.54,4.76,6,6.6
541-89-9860,C,Naypyitaw,Member,Female,Fashion accessories,80.5,3,12.07,254,2/15/2019,12:31:00 PM,Cash,241.44,4.76,12,8.1
173-82-9529,B,Mandalay,Normal,Female,Fashion accessories,38,10,18.98,398,1/26/2019,2:51:00 PM,Cash,379.5,4.76,19,9.7
563-36-9814,A,Yangon,Member,Male,Electronic accessories,76.8,1,3.84,81,2/13/2019,6:27:00 PM,Ewallet,76.82,4.76,4,7.2
308-47-4913,A,Yangon,Member,Female,Sports and travel,52.3,10,26.13,549,3/9/2019,12:45:00 PM,Credit card,522.6,4.76,26,6.2
885-17-6250,A,Yangon,Normal,Female,Health and beauty,79.7,1,3.99,84,3/6/2019,10:36:00 AM,Ewallet,79.74,4.76,4,7.3
726-27-2396,A,Yangon,Normal,Female,Health and beauty,77.5,5,19.38,407,1/24/2019,8:36:00 PM,Ewallet,387.5,4.76,19,4.3
316-01-3952,A,Yangon,Normal,Female,Food and beverages,54.3,5,13.57,285,3/13/2019,2:16:00 PM,Ewallet,271.35,4.76,14,4.6
760-54-1821,B,Mandalay,Normal,Male,Home and lifestyle,13.6,9,6.12,128,3/15/2019,10:26:00 AM,Cash,122.31,4.76,6,5.8
793-10-3222,B,Mandalay,Member,Female,Health and beauty,41.1,6,12.32,259,3/5/2019,1:30:00 PM,Credit card,246.36,4.76,12,8.3
346-12-3257,B,Mandalay,Member,Male,Electronic accessories,19.2,9,8.66,182,3/4/2019,4:28:00 PM,Cash,173.16,4.76,9,8
110-05-6330,C,Naypyitaw,Normal,Female,Food and beverages,39.4,6,11.83,248,3/25/2019,8:18:00 PM,Credit card,236.58,4.76,12,9.4
651-61-0874,C,Naypyitaw,Normal,Male,Home and lifestyle,46.2,4,9.24,194,3/12/2019,8:04:00 PM,Credit card,184.88,4.76,9,6.2
236-86-3015,C,Naypyitaw,Member,Male,Home and lifestyle,14,1,0.7,15,2/4/2019,1:38:00 PM,Ewallet,13.98,4.76,1,9.8
831-64-0259,B,Mandalay,Normal,Female,Fashion accessories,39.8,5,9.94,209,2/22/2019,10:43:00 AM,Ewallet,198.75,4.76,10,9.6
587-03-7455,C,Naypyitaw,Member,Female,Fashion accessories,97.8,7,34.23,719,2/16/2019,5:30:00 PM,Ewallet,684.53,4.76,34,4.9
882-40-4577,A,Yangon,Member,Male,Sports and travel,67.3,4,13.45,282,1/19/2019,3:28:00 PM,Credit card,269.04,4.76,13,8
732-67-5346,A,Yangon,Normal,Male,Food and beverages,13.8,5,3.45,72,1/11/2019,7:07:00 PM,Credit card,68.95,4.76,3,7.8
725-32-9708,B,Mandalay,Member,Female,Fashion accessories,68.7,4,13.74,289,1/4/2019,7:01:00 PM,Cash,274.84,4.76,14,4.1
256-08-8343,A,Yangon,Normal,Female,Home and lifestyle,56.5,4,11.31,237,3/4/2019,7:48:00 PM,Ewallet,226.12,4.76,11,5.5
372-26-1506,C,Naypyitaw,Normal,Female,Fashion accessories,23.8,5,5.96,125,1/28/2019,7:24:00 PM,Ewallet,119.1,4.76,6,5.4
244-08-0162,B,Mandalay,Normal,Female,Health and beauty,34.2,10,17.11,359,1/2/2019,1:00:00 PM,Cash,342.1,4.76,17,5.1
569-71-4390,B,Mandalay,Normal,Male,Sports and travel,21.9,2,2.19,46,1/25/2019,2:29:00 PM,Ewallet,43.74,4.76,2,6.9
132-23-6451,A,Yangon,Member,Male,Health and beauty,21,5,5.24,110,1/4/2019,1:21:00 PM,Cash,104.85,4.76,5,7.8
696-90-2548,A,Yangon,Normal,Male,Sports and travel,25.8,3,3.88,81,3/10/2019,6:55:00 PM,Ewallet,77.52,4.76,4,6.6
472-15-9636,A,Yangon,Normal,Male,Home and lifestyle,50.9,8,20.37,428,3/22/2019,7:36:00 PM,Ewallet,407.44,4.76,20,9.2
268-03-6164,B,Mandalay,Normal,Male,Health and beauty,96.1,1,4.81,101,1/25/2019,4:28:00 PM,Ewallet,96.11,4.76,5,7.8
750-57-9686,C,Naypyitaw,Normal,Female,Home and lifestyle,45.4,4,9.08,191,1/8/2019,1:48:00 PM,Credit card,181.52,4.76,9,8.7
186-09-3669,C,Naypyitaw,Member,Female,Health and beauty,81.5,1,4.08,86,1/22/2019,10:57:00 AM,Ewallet,81.51,4.76,4,9.2
848-07-1692,B,Mandalay,Normal,Female,Health and beauty,57.2,2,5.72,120,1/12/2019,5:13:00 PM,Ewallet,114.44,4.76,6,8.3
745-71-3520,A,Yangon,Member,Female,Electronic accessories,25.2,7,8.83,185,2/4/2019,10:23:00 AM,Cash,176.54,4.76,9,8.2
266-76-6436,C,Naypyitaw,Member,Female,Food and beverages,38.6,3,5.79,122,3/28/2019,1:57:00 PM,Ewallet,115.8,4.76,6,7.5
740-22-2500,C,Naypyitaw,Normal,Female,Electronic accessories,84.1,3,12.61,265,1/23/2019,1:29:00 PM,Cash,252.15,4.76,13,9.8
271-88-8734,C,Naypyitaw,Member,Female,Fashion accessories,97.2,10,48.61,1021,2/8/2019,1:00:00 PM,Credit card,972.1,4.76,49,8.7
301-81-8610,B,Mandalay,Member,Male,Fashion accessories,25.4,8,10.17,214,3/19/2019,7:42:00 PM,Credit card,203.36,4.76,10,6.7
489-64-4354,C,Naypyitaw,Normal,Male,Fashion accessories,16.3,1,0.81,17,3/9/2019,3:36:00 PM,Cash,16.28,4.76,1,5
198-84-7132,B,Mandalay,Member,Male,Fashion accessories,40.6,9,18.27,384,1/2/2019,1:40:00 PM,Cash,365.49,4.76,18,7
269-10-8440,A,Yangon,Member,Male,Health and beauty,53.2,7,18.61,391,1/21/2019,6:01:00 PM,Cash,372.19,4.76,19,8.9
650-98-6268,B,Mandalay,Member,Female,Food and beverages,20.9,3,3.13,66,3/20/2019,1:53:00 PM,Credit card,62.61,4.76,3,8
741-73-3559,B,Mandalay,Normal,Male,Sports and travel,67.3,5,16.82,353,2/27/2019,5:27:00 PM,Cash,336.35,4.76,17,6.9
325-77-6186,A,Yangon,Member,Female,Home and lifestyle,90.7,10,45.33,952,3/8/2019,10:53:00 AM,Ewallet,906.5,4.76,45,7.3
286-75-7818,B,Mandalay,Normal,Male,Fashion accessories,69.1,2,6.91,145,1/31/2019,7:48:00 PM,Credit card,138.16,4.76,7,6.9
574-57-9721,C,Naypyitaw,Normal,Male,Food and beverages,43.3,2,4.33,91,3/8/2019,4:53:00 PM,Ewallet,86.54,4.76,4,5.7
459-50-7686,A,Yangon,Normal,Female,Electronic accessories,23.5,6,7.04,148,1/13/2019,7:14:00 PM,Ewallet,140.76,4.76,7,6.4
616-87-0016,B,Mandalay,Normal,Male,Fashion accessories,95.5,7,33.44,702,3/9/2019,2:36:00 PM,Credit card,668.78,4.76,33,9.6
837-55-7229,B,Mandalay,Normal,Female,Fashion accessories,47.4,1,2.37,50,2/22/2019,6:19:00 PM,Credit card,47.44,4.76,2,6.8
751-69-0068,C,Naypyitaw,Normal,Male,Sports and travel,99.2,9,44.66,938,3/19/2019,7:09:00 PM,Ewallet,893.16,4.76,45,9
257-73-1380,C,Naypyitaw,Member,Male,Sports and travel,82.9,4,16.59,348,1/20/2019,4:51:00 PM,Ewallet,331.72,4.76,17,9.6
345-08-4992,A,Yangon,Normal,Male,Home and lifestyle,34,6,10.2,214,3/8/2019,3:37:00 PM,Credit card,203.94,4.76,10,7.7
549-96-4200,C,Naypyitaw,Member,Male,Food and beverages,17,4,3.41,72,3/8/2019,8:15:00 PM,Ewallet,68.16,4.76,3,7
810-60-6344,C,Naypyitaw,Normal,Female,Electronic accessories,40.9,8,16.34,343,2/7/2019,2:38:00 PM,Credit card,326.88,4.76,16,6.5
450-28-2866,C,Naypyitaw,Member,Male,Food and beverages,17.4,5,4.36,92,1/15/2019,7:25:00 PM,Cash,87.2,4.76,4,8.1
394-30-3170,B,Mandalay,Member,Female,Sports and travel,88.4,8,35.37,743,3/22/2019,7:35:00 PM,Credit card,707.44,4.76,35,4.3
138-17-5109,A,Yangon,Member,Female,Home and lifestyle,89.2,9,40.14,843,1/15/2019,3:42:00 PM,Credit card,802.89,4.76,40,6.5
192-98-7397,C,Naypyitaw,Normal,Male,Fashion accessories,12.8,1,0.64,13,1/8/2019,2:11:00 PM,Ewallet,12.78,4.76,1,9.5
301-11-9629,A,Yangon,Normal,Female,Sports and travel,19.1,7,6.69,140,1/15/2019,10:43:00 AM,Cash,133.7,4.76,7,9.7
390-80-5128,B,Mandalay,Member,Female,Health and beauty,19.2,1,0.96,20,1/28/2019,5:58:00 PM,Credit card,19.15,4.76,1,9.5
235-46-8343,C,Naypyitaw,Member,Male,Food and beverages,27.7,10,13.83,290,2/14/2019,11:26:00 AM,Credit card,276.6,4.76,14,8.9
453-12-7053,C,Naypyitaw,Normal,Male,Fashion accessories,45.7,3,6.86,144,3/10/2019,5:38:00 PM,Credit card,137.22,4.76,7,6.5
296-11-7041,B,Mandalay,Member,Female,Health and beauty,27.1,1,1.35,28,1/12/2019,8:07:00 PM,Credit card,27.07,4.76,1,5.3
449-27-2918,B,Mandalay,Member,Female,Sports and travel,39.1,1,1.96,41,3/26/2019,11:02:00 AM,Credit card,39.12,4.76,2,9.6
891-01-7034,B,Mandalay,Normal,Female,Electronic accessories,74.7,6,22.41,471,1/1/2019,7:07:00 PM,Cash,448.26,4.76,22,6.7
744-09-5786,B,Mandalay,Normal,Male,Electronic accessories,22,6,6.6,139,1/2/2019,6:50:00 PM,Cash,132.06,4.76,7,7.6
727-17-0390,A,Yangon,Normal,Female,Food and beverages,63.6,5,15.9,334,3/16/2019,12:43:00 PM,Ewallet,318.05,4.76,16,4.8
568-88-3448,A,Yangon,Normal,Male,Health and beauty,25,1,1.25,26,3/3/2019,3:09:00 PM,Ewallet,25,4.76,1,5.5
187-83-5490,A,Yangon,Member,Male,Electronic accessories,20.8,4,4.15,87,1/31/2019,1:47:00 PM,Cash,83.08,4.76,4,4.7
767-54-1907,B,Mandalay,Member,Female,Fashion accessories,29.6,5,7.39,155,2/13/2019,4:59:00 PM,Cash,147.8,4.76,7,6.9
710-46-4433,B,Mandalay,Member,Female,Food and beverages,77.4,9,34.83,731,2/15/2019,2:15:00 PM,Credit card,696.6,4.76,35,4.5
533-33-5337,B,Mandalay,Normal,Male,Electronic accessories,79.4,10,39.7,834,2/7/2019,8:24:00 PM,Cash,793.9,4.76,40,6.2
325-90-8763,C,Naypyitaw,Member,Female,Electronic accessories,46.6,10,23.29,489,1/27/2019,1:58:00 PM,Cash,465.7,4.76,23,7.6
729-46-7422,C,Naypyitaw,Normal,Male,Food and beverages,35.9,1,1.79,38,2/23/2019,4:52:00 PM,Credit card,35.89,4.76,2,7.9
639-76-1242,C,Naypyitaw,Normal,Male,Food and beverages,40.5,5,10.13,213,2/3/2019,3:19:00 PM,Cash,202.6,4.76,10,4.5
234-03-4040,B,Mandalay,Member,Female,Food and beverages,73.1,10,36.53,767,3/3/2019,12:25:00 PM,Credit card,730.5,4.76,37,8.7
326-71-2155,C,Naypyitaw,Normal,Female,Sports and travel,74,4,14.79,311,2/3/2019,10:02:00 AM,Cash,295.8,4.76,15,6.1
320-32-8842,C,Naypyitaw,Member,Female,Food and beverages,22.6,1,1.13,24,3/17/2019,6:58:00 PM,Cash,22.62,4.76,1,6.4
470-32-9057,A,Yangon,Member,Male,Food and beverages,51.3,5,12.84,270,3/28/2019,3:31:00 PM,Credit card,256.7,4.76,13,9.1
878-30-2331,C,Naypyitaw,Member,Female,Sports and travel,54.6,10,27.28,573,3/2/2019,11:22:00 AM,Credit card,545.5,4.76,27,7.1
440-59-5691,C,Naypyitaw,Member,Female,Health and beauty,37.2,7,13,273,2/8/2019,1:12:00 PM,Credit card,260.05,4.76,13,7.7
554-53-3790,B,Mandalay,Normal,Male,Sports and travel,37,6,11.11,233,3/22/2019,6:33:00 PM,Cash,222.12,4.76,11,4.5
746-19-0921,C,Naypyitaw,Normal,Male,Food and beverages,21.6,1,1.08,23,2/9/2019,10:02:00 AM,Ewallet,21.58,4.76,1,7.2
233-34-0817,C,Naypyitaw,Member,Female,Electronic accessories,98.8,1,4.94,104,2/15/2019,11:21:00 AM,Cash,98.84,4.76,5,8.4
767-05-1286,C,Naypyitaw,Member,Female,Home and lifestyle,83.8,6,25.13,528,1/23/2019,12:10:00 PM,Ewallet,502.62,4.76,25,5.4
340-21-9136,A,Yangon,Member,Female,Sports and travel,40.1,4,8.01,168,1/25/2019,11:40:00 AM,Cash,160.2,4.76,8,9.7
405-31-3305,A,Yangon,Member,Male,Fashion accessories,43.1,10,21.57,453,2/2/2019,6:31:00 PM,Credit card,431.3,4.76,22,5.5
731-59-7531,B,Mandalay,Member,Male,Health and beauty,72.6,8,29.03,610,3/30/2019,5:58:00 PM,Cash,580.56,4.76,29,4.6
676-39-6028,A,Yangon,Member,Female,Electronic accessories,64.4,5,16.11,338,3/30/2019,5:04:00 PM,Cash,322.2,4.76,16,6.6
502-05-1910,A,Yangon,Normal,Male,Health and beauty,65.2,3,9.78,205,2/25/2019,8:35:00 PM,Credit card,195.54,4.76,10,6.3
485-30-8700,A,Yangon,Normal,Female,Sports and travel,33.3,5,8.32,175,3/18/2019,4:10:00 PM,Credit card,166.3,4.76,8,4.2
598-47-9715,C,Naypyitaw,Normal,Male,Electronic accessories,84.1,4,16.81,353,3/7/2019,4:54:00 PM,Ewallet,336.28,4.76,17,4.4
701-69-8742,B,Mandalay,Normal,Male,Sports and travel,34.4,10,17.19,361,3/16/2019,10:11:00 AM,Ewallet,343.7,4.76,17,6.7
575-67-1508,A,Yangon,Normal,Male,Electronic accessories,38.6,1,1.93,41,1/29/2019,11:26:00 AM,Ewallet,38.6,4.76,2,6.7
541-08-3113,C,Naypyitaw,Normal,Male,Food and beverages,66,8,26.39,554,2/2/2019,8:29:00 PM,Cash,527.76,4.76,26,8.4
246-11-3901,C,Naypyitaw,Normal,Female,Electronic accessories,32.8,10,16.4,344,2/15/2019,12:12:00 PM,Cash,328,4.76,16,6.2
674-15-9296,A,Yangon,Normal,Male,Sports and travel,37.1,5,9.29,195,1/8/2019,1:05:00 PM,Ewallet,185.7,4.76,9,5
305-18-3552,B,Mandalay,Member,Male,Home and lifestyle,60.4,10,30.19,634,2/12/2019,4:19:00 PM,Cash,603.8,4.76,30,6
493-65-6248,C,Naypyitaw,Member,Female,Sports and travel,37,10,18.49,388,1/1/2019,7:48:00 PM,Credit card,369.8,4.76,18,7
438-01-4015,B,Mandalay,Member,Female,Sports and travel,49.5,4,9.9,208,3/21/2019,3:25:00 PM,Ewallet,197.96,4.76,10,6.6
709-58-4068,B,Mandalay,Normal,Female,Fashion accessories,41.1,10,20.55,431,2/28/2019,2:42:00 PM,Cash,410.9,4.76,21,7.3
795-49-7276,A,Yangon,Normal,Male,Fashion accessories,37.2,4,7.43,156,3/23/2019,6:59:00 PM,Ewallet,148.6,4.76,7,8.3
556-72-8512,C,Naypyitaw,Normal,Male,Home and lifestyle,23,1,1.15,24,1/30/2019,8:47:00 PM,Cash,22.96,4.76,1,4.3
627-95-3243,B,Mandalay,Member,Female,Home and lifestyle,77.7,9,34.96,734,2/4/2019,1:21:00 PM,Ewallet,699.12,4.76,35,9.8
686-41-0932,B,Mandalay,Normal,Female,Fashion accessories,34.7,2,3.47,73,3/13/2019,7:48:00 PM,Ewallet,69.4,4.76,3,8.2
510-09-5628,A,Yangon,Member,Female,Fashion accessories,19.7,10,9.83,206,3/15/2019,6:20:00 PM,Credit card,196.6,4.76,10,7.2
608-04-3797,B,Mandalay,Member,Female,Health and beauty,25.3,8,10.13,213,3/5/2019,8:24:00 PM,Ewallet,202.56,4.76,10,8.7
148-82-2527,C,Naypyitaw,Member,Female,Home and lifestyle,12.1,10,6.06,127,3/5/2019,1:44:00 PM,Credit card,121.2,4.76,6,8.4
437-53-3084,B,Mandalay,Normal,Male,Fashion accessories,99.9,2,9.99,210,2/26/2019,11:48:00 AM,Ewallet,199.78,4.76,10,7.1
632-32-4574,B,Mandalay,Normal,Male,Sports and travel,75.9,8,30.37,638,3/20/2019,2:14:00 PM,Cash,607.36,4.76,30,5.5
556-97-7101,C,Naypyitaw,Normal,Female,Electronic accessories,63.2,2,6.32,133,1/1/2019,3:51:00 PM,Cash,126.44,4.76,6,8.5
862-59-8517,C,Naypyitaw,Normal,Female,Food and beverages,90.2,6,27.07,569,1/27/2019,11:17:00 AM,Cash,541.44,4.76,27,6.2
401-18-8016,B,Mandalay,Member,Female,Sports and travel,98.1,1,4.91,103,1/21/2019,5:36:00 PM,Cash,98.13,4.76,5,8.9
420-18-8989,A,Yangon,Member,Female,Sports and travel,51.5,8,20.61,433,2/2/2019,3:47:00 PM,Cash,412.16,4.76,21,9.6
277-63-2961,B,Mandalay,Member,Male,Sports and travel,74,1,3.7,78,2/3/2019,3:53:00 PM,Credit card,73.97,4.76,4,5.4
573-98-8548,C,Naypyitaw,Member,Female,Fashion accessories,31.9,1,1.6,33,1/5/2019,12:40:00 PM,Ewallet,31.9,4.76,2,9.1
620-02-2046,C,Naypyitaw,Normal,Male,Home and lifestyle,69.4,2,6.94,146,1/27/2019,7:48:00 PM,Ewallet,138.8,4.76,7,9
282-35-2475,B,Mandalay,Normal,Female,Sports and travel,93.3,2,9.33,196,3/25/2019,5:53:00 PM,Cash,186.62,4.76,9,6.3
511-54-3087,B,Mandalay,Normal,Male,Sports and travel,88.5,1,4.42,93,2/25/2019,4:36:00 PM,Credit card,88.45,4.76,4,9.5
726-29-6793,A,Yangon,Member,Male,Electronic accessories,24.2,8,9.67,203,1/28/2019,8:54:00 PM,Ewallet,193.44,4.76,10,9.8
387-49-4215,B,Mandalay,Member,Female,Sports and travel,48.5,3,7.28,153,1/8/2019,12:50:00 PM,Cash,145.5,4.76,7,6.7
862-17-9201,B,Mandalay,Normal,Female,Food and beverages,84.1,6,25.22,530,1/29/2019,10:48:00 AM,Credit card,504.3,4.76,25,7.7
291-21-5991,B,Mandalay,Member,Male,Health and beauty,61.3,5,15.32,322,3/29/2019,2:28:00 PM,Cash,306.45,4.76,15,7
602-80-9671,C,Naypyitaw,Member,Female,Home and lifestyle,16,6,4.79,100,2/9/2019,5:15:00 PM,Credit card,95.7,4.76,5,5.1
347-72-6115,B,Mandalay,Member,Female,Sports and travel,90.7,7,31.76,667,1/16/2019,6:03:00 PM,Credit card,635.18,4.76,32,6.2
209-61-0206,A,Yangon,Normal,Female,Home and lifestyle,42.9,5,10.73,225,1/5/2019,5:29:00 PM,Ewallet,214.55,4.76,11,6.1
595-27-4851,A,Yangon,Normal,Female,Fashion accessories,54.3,7,19,399,1/27/2019,6:05:00 PM,Ewallet,379.96,4.76,19,9.3
189-52-0236,A,Yangon,Normal,Male,Electronic accessories,99.6,7,34.84,732,3/14/2019,12:07:00 PM,Cash,696.85,4.76,35,7.6
503-07-0930,C,Naypyitaw,Member,Male,Sports and travel,58.4,7,20.44,429,2/23/2019,7:49:00 PM,Credit card,408.73,4.76,20,8.2
413-20-6708,C,Naypyitaw,Member,Female,Fashion accessories,51.5,1,2.57,54,3/18/2019,3:52:00 PM,Ewallet,51.47,4.76,3,8.5
425-85-2085,B,Mandalay,Member,Male,Health and beauty,54.9,5,13.72,288,3/29/2019,4:48:00 PM,Ewallet,274.3,4.76,14,9.8
521-18-7827,C,Naypyitaw,Member,Male,Home and lifestyle,39.4,5,9.85,207,1/22/2019,8:46:00 PM,Credit card,196.95,4.76,10,8.7
220-28-1851,A,Yangon,Normal,Male,Home and lifestyle,34.7,2,3.47,73,3/1/2019,6:14:00 PM,Ewallet,69.46,4.76,3,9.7
600-38-9738,C,Naypyitaw,Member,Male,Sports and travel,71.9,5,17.98,378,1/17/2019,3:05:00 PM,Credit card,359.6,4.76,18,4.3
734-91-1155,B,Mandalay,Normal,Female,Electronic accessories,45.7,3,6.86,144,3/26/2019,10:34:00 AM,Credit card,137.13,4.76,7,7.7
451-28-5717,C,Naypyitaw,Member,Female,Home and lifestyle,83.2,6,24.95,524,3/20/2019,11:23:00 AM,Cash,499.02,4.76,25,7.3
609-81-8548,A,Yangon,Member,Female,Home and lifestyle,37.4,6,11.23,236,2/6/2019,1:55:00 PM,Credit card,224.64,4.76,11,5.9
133-14-7229,C,Naypyitaw,Normal,Male,Health and beauty,62.9,2,6.29,132,1/1/2019,11:43:00 AM,Cash,125.74,4.76,6,5
534-01-4457,A,Yangon,Normal,Male,Food and beverages,81.7,6,24.51,515,1/27/2019,2:36:00 PM,Credit card,490.26,4.76,25,8
719-89-8991,A,Yangon,Member,Female,Sports and travel,91.4,5,22.85,480,2/25/2019,4:03:00 PM,Ewallet,457.05,4.76,23,7.1
286-62-6248,B,Mandalay,Normal,Male,Fashion accessories,39.2,4,7.84,165,1/16/2019,8:03:00 PM,Credit card,156.84,4.76,8,9
339-38-9982,B,Mandalay,Member,Male,Fashion accessories,59.9,2,5.99,126,1/13/2019,2:55:00 PM,Ewallet,119.72,4.76,6,6.7
827-44-5872,B,Mandalay,Member,Female,Food and beverages,54.4,10,27.18,571,2/7/2019,11:28:00 AM,Credit card,543.6,4.76,27,6.1
827-77-7633,A,Yangon,Normal,Male,Sports and travel,98.1,9,44.14,927,2/17/2019,7:41:00 PM,Cash,882.81,4.76,44,9.3
287-83-1405,A,Yangon,Normal,Male,Health and beauty,25.4,6,7.63,160,2/12/2019,7:01:00 PM,Ewallet,152.58,4.76,8,7
435-13-4908,A,Yangon,Member,Male,Fashion accessories,86.7,8,34.67,728,1/24/2019,6:04:00 PM,Credit card,693.44,4.76,35,7.2
857-67-9057,B,Mandalay,Normal,Male,Electronic accessories,23,10,11.48,241,2/6/2019,7:20:00 PM,Ewallet,229.5,4.76,11,8.2
236-27-1144,C,Naypyitaw,Normal,Female,Food and beverages,16.3,9,7.34,154,3/26/2019,10:31:00 AM,Ewallet,146.79,4.76,7,8.4
892-05-6689,A,Yangon,Normal,Female,Home and lifestyle,28.3,5,7.08,149,3/11/2019,1:28:00 PM,Ewallet,141.6,4.76,7,6.2
583-41-4548,C,Naypyitaw,Normal,Male,Home and lifestyle,16.7,7,5.83,123,2/7/2019,11:36:00 AM,Ewallet,116.69,4.76,6,7.4
339-12-4827,B,Mandalay,Member,Female,Fashion accessories,74,1,3.7,78,1/5/2019,11:32:00 AM,Credit card,73.96,4.76,4,5
643-38-7867,A,Yangon,Normal,Male,Home and lifestyle,97.9,1,4.9,103,3/7/2019,11:44:00 AM,Ewallet,97.94,4.76,5,6.9
308-81-0538,A,Yangon,Normal,Female,Fashion accessories,73.1,4,14.61,307,2/25/2019,5:16:00 PM,Credit card,292.2,4.76,15,4.9
358-88-9262,C,Naypyitaw,Member,Female,Food and beverages,87.5,6,26.24,551,2/1/2019,6:43:00 PM,Ewallet,524.88,4.76,26,5.1
460-35-4390,A,Yangon,Normal,Male,Home and lifestyle,30.7,3,4.6,97,1/22/2019,11:00:00 AM,Ewallet,92.04,4.76,5,9.1
343-87-0864,C,Naypyitaw,Member,Male,Health and beauty,75.9,1,3.79,80,1/3/2019,10:30:00 AM,Credit card,75.88,4.76,4,7.1
173-50-1108,B,Mandalay,Member,Female,Sports and travel,20.2,4,4.04,85,2/13/2019,12:14:00 PM,Credit card,80.72,4.76,4,5
243-47-2663,C,Naypyitaw,Member,Male,Electronic accessories,18.8,6,5.63,118,1/28/2019,4:43:00 PM,Credit card,112.62,4.76,6,5.5
841-18-8232,B,Mandalay,Normal,Female,Food and beverages,71.2,1,3.56,75,1/5/2019,8:40:00 PM,Credit card,71.2,4.76,4,9.2
701-23-5550,B,Mandalay,Member,Male,Home and lifestyle,38.8,4,7.76,163,3/19/2019,1:40:00 PM,Ewallet,155.24,4.76,8,4.9
